date,timestamp,ch1_entropy,ch1_skewness,ch1_interquartile_range,ch1_kurtosis,ch1_percentile_75,ch1_range,ch1_maximum,ch1_median,ch1_percentile_90,ch1_mean_absolute_deviation,ch2_entropy,ch2_skewness,ch2_interquartile_range,ch2_kurtosis,ch2_percentile_75,ch2_range,ch2_maximum,ch2_median,ch2_percentile_90,ch2_mean_absolute_deviation
2024-11-11,2024-11-11T10:43:53.193177,6.060070081488591,0.20977988699279954,7.086621417399272,-0.23249854440042705,-121.33275213755829,30.35634489282515,-106.69257690331426,-124.99840064540292,-116.84543010404568,5.145072055910352,6.0613389692957345,3.4159561265315244,1.5362665897392276,16.954801200650518,-147.33321790856493,21.396429778237007,-131.03750519689265,-148.14960433145453,-145.87907703709158,1.3350323390506884
2024-11-11,2024-11-11T10:43:55.609568,6.060272500292042,0.37938937234941084,7.408307367655169,0.41793658555933266,-120.93252610617864,33.02101652799382,-104.8040383772393,-125.88747519029116,-118.32545475805999,4.737995269442057,6.061350368725736,3.668671440329642,1.5106074292119729,19.769408911253578,-147.3395735117627,20.237848119352037,-130.92787194603278,-148.15559043115786,-146.41771477143388,1.2360524337882277
2024-11-11,2024-11-11T10:43:58.024054,6.060297677822321,0.5313074805517921,7.06153778125551,0.7113168687717102,-121.90188552121205,34.049928542620094,-104.91951810650541,-126.18689591837934,-118.64661208681832,4.595420842577182,6.061347934824054,3.5970414502871284,1.419795543757175,18.873600261797492,-147.30472799242233,20.912269415869645,-130.5908061116292,-148.15306681167345,-146.2058141779909,1.2605474162574144
2024-11-11,2024-11-11T10:44:00.439701,6.060187849422328,0.38152623186777834,6.893923456095536,0.37667430722237016,-121.51355336770479,33.53810229377409,-104.35335032542595,-125.57962810719344,-117.58182257248639,4.910808927027503,6.061350950429226,3.514352086780834,1.4347065461012392,18.871346526529308,-147.36213630356065,19.93068190774838,-130.9235796402655,-148.0929893813738,-145.92467625023983,1.2615065346462881
2024-11-11,2024-11-11T10:44:02.863887,6.060241508870213,0.39424358288492595,6.852251684337091,0.3102221148634987,-121.49890581264776,31.206009494418325,-104.77538002880793,-125.53054324921477,-117.6064493730867,4.802233225904566,6.061341822097955,3.5579556651592963,1.720564499241675,18.402735929740196,-147.3437608562358,22.25009193226154,-130.59469340736788,-148.3453592774664,-146.3617646958188,1.3214947379003328
2024-11-11,2024-11-11T10:44:05.286239,6.060248659467054,0.48466771106971934,6.833659170230135,0.5286577969289188,-122.04653904623376,32.49265133031426,-104.32536558339714,-125.73893667776801,-118.12317670870587,4.7538830753877654,6.061352596203399,3.8645516409493266,1.327990659969828,21.95876334769214,-147.45056432065613,22.731541134405433,-130.6160442438923,-148.20925835878063,-146.30985502051365,1.1940891018621136
2024-11-11,2024-11-11T10:44:07.714813,6.060270841584183,0.41439390312669055,6.842604670170374,0.4707095201189455,-121.3143165557122,31.602540279444426,-104.92544310061653,-125.36627529364388,-118.41620903655026,4.732396750694566,6.061340873789874,3.2728238715848095,1.4045856072270055,14.624127686485867,-147.71511714659715,20.568226805059624,-131.7916687255543,-148.47228230767934,-146.33626285884,1.314324609245817
2024-11-11,2024-11-11T10:44:10.158825,6.060218559253238,0.2948248684615371,7.6386307325379335,0.2144291752066385,-120.89220004240397,32.82198180261129,-104.73223477225325,-125.59467781919932,-118.22484491520642,4.90901825286268,6.061344795513563,3.4136647250518357,1.4774540714797126,17.217935934679904,-147.45196002883497,20.102116034052017,-131.23837061715105,-148.30206414708724,-146.13233380543787,1.310526046801478
2024-11-11,2024-11-11T10:44:12.582030,6.060202652052884,0.3897395230076269,7.6274897520656,0.44013462829645533,-121.6797876060366,33.69400531460417,-104.09491870353861,-125.84888158194042,-118.4750590438231,4.897689053847553,6.061342066257989,3.5418921073029925,1.3867556572405135,18.59129212709516,-147.39800123239647,21.98121817907824,-130.68250137735046,-148.16773118089048,-146.18550071021372,1.2790940464075164
2024-11-11,2024-11-11T10:44:15.014742,6.06032321252657,0.44003324903656343,6.727763740449873,0.6484725917281753,-121.71951375960647,32.59122393620157,-104.84105086187873,-125.39012418191018,-118.97053395463008,4.5653701532171,6.061338035180007,3.382256263051616,1.5230613227010963,17.474890526108315,-147.49339334565934,23.055201152343443,-130.40198250179125,-148.3137826963903,-146.0757638025771,1.3434769917527014
2024-11-11,2024-11-11T10:44:17.477024,6.060281435584737,0.4567759759953569,7.287580440241868,0.49280481461943415,-121.43407026932141,33.00640235220351,-104.66268916059286,-125.74091168343236,-118.32535076107206,4.731814094940259,6.0613455096060465,3.366010753637952,1.465779100779855,17.191767947147916,-147.39806188150533,20.81947980485404,-130.8891826441833,-148.2026166670494,-145.60262703127955,1.3233387605968567
2024-11-11,2024-11-11T10:44:19.894557,6.06018485730421,0.3025482721802205,7.674700578611777,-0.009753073975883542,-121.64249009219216,31.104878427337013,-105.72968314929813,-125.15060909863124,-117.78660136400903,4.96835457338399,6.061343111535654,3.586755581209582,1.6903542537713747,18.832683779272948,-147.3115644203996,21.491970953075423,-130.8558556920119,-148.28476974717336,-146.30151759089597,1.3078547625171058
2024-11-11,2024-11-11T10:44:22.306614,6.060117662591855,0.2530101580000754,8.152140727518628,-0.2867286574208374,-120.14922304556723,31.444716782043983,-105.87783706202016,-125.49132835956428,-116.93336621874919,5.179055123137151,6.0613458653126795,3.6879501076468397,1.4500591200070403,19.62633002395239,-147.54006414919138,20.925096688079066,-130.6950878189333,-148.29367637982227,-146.56903100660094,1.252634555103563
