entropy,skewness,interquartile_range,kurtosis,percentile_75,range,maximum,median,percentile_90,mean_absolute_deviation,session,timestamp,device_label
2.366347121227512,10.402766630101947,4.6307212105856e-08,114.7821398926155,4.984804718999012e-08,0.0002813126044438636,0.0002813133058512389,7.647136612840432e-09,2.5203240166340355e-07,4.788438124848563e-06,88,2024-12-02T14:25:08.376179,empty
2.3481458603250287,10.291919820198501,4.086758349763881e-08,111.6724758362172,4.5136796050583514e-08,0.00028328259639660044,0.00028328331819966264,8.656973459278144e-09,2.553700808086789e-07,4.82732055854644e-06,89,2024-12-02T14:25:10.709852,empty
2.348746518113738,10.28173699570495,4.2954355831521695e-08,111.4076778446131,4.688938994538682e-08,0.0002825706220322409,0.00028257136353240266,8.372767574561285e-09,2.521638685684998e-07,4.828218085143028e-06,90,2024-12-02T14:25:12.670811,empty
2.358975478002732,10.201994131257425,4.2897083596758084e-08,109.30689485613549,4.600765892120151e-08,0.00027452275881112637,0.00027452353564952835,7.069517613763992e-09,2.710070514470515e-07,4.8392246465970735e-06,91,2024-12-02T14:25:14.632396,empty
2.3704029976490815,10.500292797038298,4.3234626073593124e-08,117.10430437742838,4.751290774816081e-08,0.0002874250689038974,0.0002874258277177328,9.05125125559627e-09,3.060683306620069e-07,4.6726478233412114e-06,92,2024-12-02T14:25:16.388949,empty
2.349559500529165,10.19180210574184,4.123114733004407e-08,109.16009317790378,4.536668481662513e-08,0.00028098175273252624,0.00028098261020937726,8.00779805771696e-09,2.605786451546238e-07,4.824021225771588e-06,93,2024-12-02T14:25:18.417117,empty
2.349193743970755,10.161886412688718,4.098398795426731e-08,108.54866420572532,4.412824935447493e-08,0.00028135902735665293,0.00028135970110468664,6.886250401479308e-09,2.5735397180404144e-07,4.882390494827522e-06,94,2024-12-02T14:25:21.274120,empty
2.361784300997717,10.51367640361246,4.1881066045134505e-08,117.73436910971559,4.5747547105795466e-08,0.00029184796619806993,0.0002918487291992182,9.133776357713611e-09,2.8575575585446703e-07,4.742487426203158e-06,95,2024-12-02T14:25:23.411196,empty
2.3817872204713124,10.66371100605212,4.520460661793997e-08,121.2525983541806,4.8911422311441246e-08,0.00028692150708955593,0.00028692211193766145,8.33763352499369e-09,3.134009955249587e-07,4.6211385184918965e-06,96,2024-12-02T14:25:25.768971,empty
2.3475204077812744,10.165656203638564,4.4053414424553504e-08,108.63584655365776,4.739546661917262e-08,0.00028051308528212585,0.00028051388767340015,6.582678302375048e-09,2.5516418590024536e-07,4.866317665618882e-06,97,2024-12-02T14:25:27.597501,empty
2.3618718263873704,10.27234504956816,4.6593302931562404e-08,111.15894284058903,4.95816450081673e-08,0.00027766701641003034,0.0002776678200355216,7.008674326278695e-09,2.6211208176926303e-07,4.802795919390903e-06,98,2024-12-02T14:25:29.548118,empty
2.3555403599260205,10.397622996840031,4.303452378684667e-08,114.58451015099668,4.666142723848126e-08,0.00028810804652703486,0.0002881088216538796,8.725468439745257e-09,3.009721203409152e-07,4.784012040790744e-06,99,2024-12-02T14:25:31.727500,empty
2.3743334909604314,10.44534679357236,4.444685468025991e-08,115.41975015505899,4.787893229848136e-08,0.00027823568735928944,0.00027823623913625925,7.588345975840328e-09,2.695726057490634e-07,4.711747637668039e-06,100,2024-12-02T14:25:33.556439,empty
2.377521221786414,10.557002109263351,4.1368663885110175e-08,118.02551319189404,4.561774773088222e-08,0.0002795873612828074,0.0002795883106900197,9.045556282370637e-09,3.273750188753769e-07,4.629219297357081e-06,101,2024-12-02T14:25:35.613927,empty
2.3513391318191963,10.193082360813538,4.029461853563631e-08,108.89501753740052,4.427909283391484e-08,0.0002738861644838933,0.00027388695059210925,8.001452884983213e-09,2.648009899268088e-07,4.792573272970877e-06,102,2024-12-02T14:25:37.591804,empty
2.3690382071898144,10.456098422234513,4.368135361392402e-08,115.50174310476577,4.785319490587894e-08,0.0002790059267425874,0.00027900663628108424,8.71859126663979e-09,2.8102307684803393e-07,4.665498195672758e-06,103,2024-12-02T14:25:39.453165,empty
2.3747692680035404,10.464067933114007,4.3402413462992116e-08,115.78774614984412,4.7103534690122125e-08,0.0002765271941667764,0.00027652789202602134,8.441862898564646e-09,2.779158482408397e-07,4.690785896468263e-06,104,2024-12-02T14:25:41.479660,empty
2.3732352244508634,10.445927194959799,4.172531411203291e-08,115.3460301751953,4.482906403014399e-08,0.00027621925537293175,0.00027621990258023225,6.852518496014219e-09,2.8679525755962085e-07,4.703421194925622e-06,105,2024-12-02T14:25:43.382455,empty
2.365051401146017,10.478800558895683,4.030672523175065e-08,116.67372013723231,4.35025165900257e-08,0.0002821199947531355,0.0002821205706870234,6.772388915970689e-09,2.646021468630737e-07,4.763202107340065e-06,106,2024-12-02T14:25:45.610533,empty
2.3733151602467553,10.57915558276443,4.376879603118041e-08,118.65062903886033,4.802031872660596e-08,0.00028068282639857043,0.00028068363286385447,9.425153803978765e-09,2.557324539892465e-07,4.621531459839453e-06,107,2024-12-02T14:25:47.505839,empty
2.3610521749394393,10.40743536913996,4.1578940395593025e-08,114.49196649335056,4.556754061027119e-08,0.00028283865531630355,0.0002828393992166228,9.233452293618491e-09,2.6929555502895617e-07,4.696186862148786e-06,108,2024-12-02T14:25:50.085933,empty
2.364980807962426,10.284016363712228,4.525918227970216e-08,111.15798343592036,4.9742468405035644e-08,0.00027608338511863256,0.00027608418645181553,1.221264338738108e-08,2.923836933063409e-07,4.73688398966044e-06,109,2024-12-02T14:25:52.811568,empty
2.3495812163944185,10.154513385073605,4.175853952829817e-08,108.0220587471787,4.5437862962330234e-08,0.0002746712990996508,0.00027467206728724034,7.542604906207251e-09,2.621841809656442e-07,4.821688971583131e-06,110,2024-12-02T14:25:55.660136,empty
2.372036312652016,10.461961521741442,4.359216628105928e-08,115.87291704274631,4.706283767002835e-08,0.0002790974436645425,0.0002790982553590587,7.875724993357366e-09,2.6384065586495707e-07,4.702138263707176e-06,111,2024-12-02T14:25:57.706372,empty
2.357970397296053,10.29981907120206,3.9780423911335806e-08,111.7254676432156,4.379617222895904e-08,0.00028004734071978443,0.00028004793910200884,8.595709551761887e-09,3.112982930191643e-07,4.743153583065673e-06,112,2024-12-02T14:26:00.357147,empty
2.3880234760761363,10.621000396207483,5.4425266024790945e-08,119.9406957272503,5.934457193408371e-08,0.00028425233897118784,0.0002842531648946424,1.5189163872369903e-08,3.1243939403982133e-07,4.610780580054849e-06,113,2024-12-02T14:26:02.927109,empty
2.343125539477893,10.19525846881023,4.052210866562821e-08,109.35885492721468,4.398212486364322e-08,0.0002834201849734069,0.00028342096648330375,6.787799238900091e-09,2.660566564922844e-07,4.870437204673779e-06,114,2024-12-02T14:26:05.263353,empty
2.3565442126754217,10.339783222851125,3.991770362274537e-08,112.80988715308531,4.3979974541518916e-08,0.00028252458509648714,0.00028252526490861745,8.286360955634689e-09,2.9653903039350653e-07,4.734518337898117e-06,115,2024-12-02T14:26:07.740585,empty
2.3646179638062663,10.57289308874043,4.035046737749028e-08,118.98994661063514,4.426614243495594e-08,0.0002881184339771415,0.0002881191831669995,8.331945253722738e-09,3.2424663930403463e-07,4.712185008866756e-06,116,2024-12-02T14:26:10.542034,empty
2.3589588174020992,10.305593254951582,4.4227826114593924e-08,112.34309203913493,4.751202011232236e-08,0.00028118203005626053,0.00028118268764292464,6.883152423784112e-09,2.6177937985780925e-07,4.827820662234442e-06,117,2024-12-02T14:26:13.103417,empty
2.3510227055984902,10.249708643598934,4.126714019087919e-08,110.45283759248603,4.5057113256516415e-08,0.00027923105229582865,0.00027923201724142137,7.835083626371863e-09,2.898870224266459e-07,4.7735550799708324e-06,118,2024-12-02T14:26:16.476488,empty
2.3595053031396747,10.23204521919386,4.2279689798995666e-08,110.0656006833347,4.561228085102087e-08,0.00027504639690690213,0.0002750472295664218,7.108319868415186e-09,2.7018861769680035e-07,4.8187981906374185e-06,119,2024-12-02T14:26:18.497111,empty
2.3681250966621197,10.527311741302197,4.3176232319155394e-08,117.81771927229684,4.636774333697141e-08,0.00028004669148429907,0.00028004725040193965,7.92575176863694e-09,2.686993345955363e-07,4.735710686868122e-06,120,2024-12-02T14:26:20.594509,empty
2.3419761652297595,10.115065417554225,4.464186413706712e-08,107.074862050921,4.816921928946829e-08,0.0002746006801605365,0.0002746013259831986,8.098931637266308e-09,2.442609253440042e-07,4.891729899478854e-06,121,2024-12-02T14:26:22.626684,empty
